date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,isST,pbMRQ
2017-01-03,sz.002415,23.9500,24.3900,23.7800,24.2400,23.8100,13331281,322501872.0000,0.284566,1,1.805965,0,6.885527
2017-01-04,sz.002415,24.2000,24.3100,24.0100,24.1600,24.2400,20674062,499729408.0000,0.441303,1,-0.330033,0,6.862802
2017-01-05,sz.002415,24.1600,24.3500,23.7800,24.3000,24.1600,18867411,453524064.0000,0.395052,1,0.579468,0,6.902570
2017-01-06,sz.002415,24.3200,24.4400,24.0200,24.1000,24.3000,16384507,396836448.0000,0.343064,1,-0.823041,0,6.845759
2017-01-09,sz.002415,23.9100,24.5100,23.8500,24.2600,24.1000,16726097,405631392.0000,0.347981,1,0.663900,0,6.891208
2017-01-10,sz.002415,24.3000,24.8100,24.2800,24.5800,24.2600,23081138,567698544.0000,0.480195,1,1.319042,0,6.982106
2017-01-11,sz.002415,24.7700,24.9600,24.5600,24.5700,24.5800,23892208,589969136.0000,0.497069,1,-0.040684,0,6.979265
2017-01-12,sz.002415,24.4900,24.6000,24.0800,24.3000,24.5700,10642322,258507186.0000,0.221410,1,-1.098903,0,6.902570
2017-01-13,sz.002415,24.4400,24.6400,24.2200,24.4000,24.3000,13862312,338180848.0000,0.288401,1,0.411524,0,6.930976
2017-01-16,sz.002415,24.3600,24.5000,23.9300,24.1600,24.4000,16833630,407963232.0000,0.350218,1,-0.983606,0,6.862802
2017-01-17,sz.002415,24.3500,24.4900,24.1100,24.4700,24.1600,17920288,436474816.0000,0.372825,1,1.283110,0,6.950859
2017-01-18,sz.002415,24.3900,25.0600,24.3900,25.0000,24.4700,30855328,765507664.0000,0.641934,1,2.165920,0,7.101409
2017-01-19,sz.002415,25.0100,25.1600,24.8500,24.9900,25.0000,16105024,403326096.0000,0.335089,1,-0.040001,0,7.098569
2017-01-20,sz.002415,24.9800,25.1900,24.8600,25.1200,24.9900,9305403,233512629.0000,0.193613,1,0.520212,0,7.196678
2017-01-23,sz.002415,25.1700,25.4900,25.0600,25.2300,25.1200,11563259,293157600.0000,0.240591,1,0.437893,0,7.228193
2017-01-24,sz.002415,25.3000,25.7800,25.2500,25.7000,25.2300,19816544,506415232.0000,0.412313,1,1.862867,0,7.362844
2017-01-25,sz.002415,25.6000,26.3400,25.5500,26.0600,25.7000,18510003,482533056.0000,0.385128,1,1.400773,0,7.465981
2017-01-26,sz.002415,26.1100,26.3300,25.8800,26.1300,26.0600,11237282,293696912.0000,0.233808,1,0.268610,0,7.486035
2017-02-03,sz.002415,26.2800,26.5000,26.0600,26.3900,26.1300,17964374,474334848.0000,0.373776,1,0.995026,0,7.560523
2017-02-06,sz.002415,26.3900,26.6700,25.8700,26.0000,26.3900,18663476,487920608.0000,0.388322,1,-1.477830,0,7.448791
2017-02-07,sz.002415,26.1000,26.1500,25.7000,25.8500,26.0000,11885919,306966608.0000,0.247304,1,-0.576922,0,7.405818
2017-02-08,sz.002415,25.9300,26.6400,25.7000,26.5800,25.8500,13692183,359745056.0000,0.284886,1,2.823983,0,7.614957
2017-02-09,sz.002415,26.5500,26.8000,26.3700,26.3900,26.5800,10845559,288264032.0000,0.225658,1,-0.714825,0,7.560523
2017-02-10,sz.002415,26.4600,26.4800,26.2000,26.2100,26.3900,12586010,330744688.0000,0.261871,1,-0.682078,0,7.508955
2017-02-13,sz.002415,26.3200,27.3000,26.3000,27.1400,26.2100,19633275,527997776.0000,0.405777,1,3.548265,0,7.775392
2017-02-14,sz.002415,27.1000,27.3000,26.8900,27.0800,27.1400,10914035,294971936.0000,0.225569,1,-0.221074,0,7.758203
2017-02-15,sz.002415,27.2800,27.3300,26.9700,27.1100,27.0800,12162641,330380672.0000,0.251375,1,0.110785,0,7.766798
2017-02-16,sz.002415,27.3100,27.9500,27.0200,27.9100,27.1100,22626756,626504048.0000,0.467646,1,2.950938,0,7.995991
2017-02-17,sz.002415,27.9000,29.4000,27.8000,28.1700,27.9100,34961838,995204720.0000,0.722585,1,0.931567,0,8.070479
2017-02-20,sz.002415,28.5600,28.9600,28.2600,28.6500,28.1700,27683094,792630496.0000,0.572149,1,1.703939,0,8.207995
2017-02-21,sz.002415,28.8000,28.9800,28.2100,28.6500,28.6500,16488387,469642832.0000,0.340779,1,0.000000,0,8.207995
2017-02-22,sz.002415,28.6600,28.9600,28.4100,28.7800,28.6500,14435536,413960592.0000,0.298351,1,0.453756,0,8.245239
2017-02-23,sz.002415,28.9400,29.3500,28.6000,28.8900,28.7800,20512924,596155744.0000,0.423957,1,0.382205,0,8.276753
2017-02-24,sz.002415,28.7600,28.8800,28.1800,28.2400,28.8900,14493283,411390448.0000,0.299544,1,-2.249912,0,8.090533
2017-02-27,sz.002415,28.1800,28.5400,27.8200,27.9300,28.2400,13177813,370422192.0000,0.272357,1,-1.097732,0,8.001721
2017-02-28,sz.002415,27.8700,28.1300,27.7800,27.9800,27.9300,10272827,287064960.0000,0.212317,1,0.179016,0,8.016046
2017-03-01,sz.002415,28.0100,28.4800,27.9000,28.0400,27.9800,13579524,381682288.0000,0.280659,1,0.214444,0,8.033235
2017-03-02,sz.002415,28.1100,28.6000,28.1100,28.5000,28.0400,13195941,374710848.0000,0.272731,1,1.640510,0,8.165021
2017-03-03,sz.002415,28.5000,28.9800,28.1600,28.9500,28.5000,11066771,317299936.0000,0.228726,1,1.578950,0,8.293943
2017-03-06,sz.002415,29.0000,29.1900,28.8000,28.8800,28.9500,13874917,401427808.0000,0.286764,1,-0.241802,0,8.273888
2017-03-07,sz.002415,29.0100,29.7500,28.8800,29.0000,28.8800,19937493,584465776.0000,0.412064,1,0.415515,0,8.308267
