date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,isST,pbMRQ
2017-01-03,sh.600276,45.4000,46.4000,45.3000,46.0000,45.5000,4569177,209815374.0000,0.195006,1,1.098901,0,9.210493
2017-01-04,sh.600276,46.1400,46.8400,46.0100,46.5800,46.0000,4764591,221356008.0000,0.203346,1,1.260874,0,9.326625
2017-01-05,sh.600276,46.5400,46.7700,46.3700,46.5900,46.5800,4890306,227644166.0000,0.208712,1,0.021465,0,9.328628
2017-01-06,sh.600276,46.5400,46.7400,45.8800,45.9900,46.5900,4192787,193329661.0000,0.178943,1,-1.287827,0,9.208491
2017-01-09,sh.600276,45.9100,46.0300,45.2000,45.5700,45.9900,7154284,326091520.0000,0.305335,1,-0.913246,0,9.124395
2017-01-10,sh.600276,45.5500,46.1000,45.3900,46.0400,45.5700,3258294,149398974.0000,0.139060,1,1.031383,0,9.218502
2017-01-11,sh.600276,46.0700,46.0700,45.2000,45.2700,46.0400,5247435,238821025.0000,0.223953,1,-1.672460,0,9.064327
2017-01-12,sh.600276,45.2600,45.6300,45.0500,45.2600,45.2700,3540486,160471671.0000,0.151103,1,-0.022094,0,9.062324
2017-01-13,sh.600276,45.2600,45.6700,45.1500,45.6600,45.2600,5379251,244070635.0000,0.229579,1,0.883786,0,9.142416
2017-01-16,sh.600276,45.5000,46.6000,45.2000,46.4800,45.6600,14122810,650799232.0000,0.602619,1,1.795882,0,9.306603
2017-01-17,sh.600276,46.2000,46.4600,46.0600,46.2900,46.4800,3410532,157832094.0000,0.145527,1,-0.408775,0,9.268559
2017-01-18,sh.600276,46.3800,46.5700,46.2900,46.5200,46.2900,3198345,148607316.0000,0.136473,1,0.496867,0,9.314612
2017-01-19,sh.600276,46.5000,47.0000,46.3900,46.9600,46.5200,3958107,184978106.0000,0.168892,1,0.945827,0,9.402712
2017-01-20,sh.600276,46.9600,47.1600,46.8100,47.0000,46.9600,2954169,138970648.0000,0.126054,1,0.085181,0,9.410721
2017-01-23,sh.600276,47.0000,47.6700,46.8200,47.6100,47.0000,3703265,175513872.0000,0.158018,1,1.297874,0,9.532860
2017-01-24,sh.600276,47.6800,47.7300,46.7000,46.8400,47.6100,6777391,320708832.0000,0.289191,1,-1.617308,0,9.378685
2017-01-25,sh.600276,46.9000,48.6600,46.8000,47.7800,46.8400,5395096,258475550.0000,0.230208,1,2.006829,0,9.566899
2017-01-26,sh.600276,47.9000,48.5000,47.7400,47.8300,47.7800,3447255,165977003.0000,0.147094,1,0.104653,0,9.576911
2017-02-03,sh.600276,47.9100,49.0400,47.7200,48.8900,47.8300,3825942,185462148.0000,0.163253,1,2.216177,0,9.789152
2017-02-06,sh.600276,48.7900,50.1600,48.0000,48.2800,48.8900,7900798,385120960.0000,0.337127,1,-1.247700,0,9.667013
2017-02-07,sh.600276,48.2000,48.2000,47.8200,47.9500,48.2800,3593832,172424746.0000,0.153349,1,-0.683509,0,9.600938
2017-02-08,sh.600276,48.1200,48.4300,47.9800,48.2600,47.9500,3524879,169788175.0000,0.150406,1,0.646502,0,9.663009
2017-02-09,sh.600276,48.3800,48.8600,47.9600,48.1500,48.2600,6069335,292640256.0000,0.258978,1,-0.227925,0,9.640984
2017-02-10,sh.600276,48.1700,48.2400,47.5800,47.8100,48.1500,5073286,243178097.0000,0.216477,1,-0.706127,0,9.572906
2017-02-13,sh.600276,47.8600,48.1000,47.4200,47.8900,47.8100,3824698,182955606.0000,0.163200,1,0.167325,0,9.588924
